player_id,player_name,team_name,team_code,season,team_code_2022_23,team_name_2022_23
990550,Zeki Amdouni,Burnley,BUR,2022-23,,
153444,Jamaal Lascelles,Newcastle United,NEW,2022-23,,
219572,Joël Veltman,Brighton & Hove Albion,BRI,2022-23,,
118179,Tim Ream,Fulham,FUL,2022-23,,
920680,Gabriel Osho,Luton Town,LUT,2022-23,,
904897,Ryan Gravenberch,Liverpool,LIV,2022-23,,
829022,Konstantinos Mavropanos,West Ham United,HAM,2022-23,,
979233,Teden Mengi,Luton Town,LUT,2022-23,,
907072,Mikkel Damsgaard,Brentford,BRE,2022-23,,
904827,Benoît Badiashile,Chelsea,CHE,2022-23,,
43215,Nathaniel Clyne,Crystal Palace,CRY,2022-23,,
119159,Philippe Coutinho,Aston Villa,AST,2022-23,,
149593,Pierre-Emile Højbjerg,Tottenham Hotspur,TOT,2022-23,,
1006189,Issa Kaboré,Luton Town,LUT,2022-23,,
268903,Neal Maupay,Brentford,BRE,2022-23,,
979290,Vinícius Souza,Sheffield United,SHE,2022-23,,
975937,Jacob Ramsey,Aston Villa,AST,2022-23,,
580550,Clément Lenglet,Aston Villa,AST,2022-23,,
358218,Harry Toffolo,Nottingham Forest,NOT,2022-23,,
822933,Gonzalo Montiel,Nottingham Forest,NOT,2022-23,,
1136730,Lewis Hall,Newcastle United,NEW,2022-23,,
1212165,George Earthy,West Ham United,HAM,2022-23,,
1090458,David Datro Fofana,Burnley,BUR,2022-23,,
280439,Maxwel Cornet,West Ham United,HAM,2022-23,,
1023567,Ilya Zabarnyi,Bournemouth,BOU,2022-23,,
989056,Giovanni Reyna,Nottingham Forest,NOT,2022-23,,
294593,Álex Moreno,Aston Villa,AST,2022-23,,
825845,Tahith Chong,Luton Town,LUT,2022-23,,
556904,Marvelous Nakamba,Luton Town,LUT,2022-23,,
140487,Cauley Woodrow,Luton Town,LUT,2022-23,,
148710,Jeffrey Schlupp,Crystal Palace,CRY,2022-23,,
1101362,Jesurun Rak-Sakyi,Crystal Palace,CRY,2022-23,,
921216,Michael Obafemi,Burnley,BUR,2022-23,,
139227,Kurt Zouma,West Ham United,HAM,2022-23,,
138024,Vladimír Coufal,West Ham United,HAM,2022-23,,
1117025,Facundo Buonanotte,Brighton & Hove Albion,BRI,2022-23,,
888550,Joe Willock,Newcastle United,NEW,2022-23,,
989803,Facundo Pellistri,Manchester United,MUN,2022-23,,
858911,Jacob Brown,Luton Town,LUT,2022-23,,
47992,Andros Townsend,Luton Town,LUT,2022-23,,
365802,Harrison Reed,Fulham,FUL,2022-23,,
47772,Michail Antonio,West Ham United,HAM,2022-23,,
150396,Emil Krafth,Newcastle United,NEW,2022-23,,
892111,Shandon Baptiste,Brentford,BRE,2022-23,,
283847,Ivo Grbić,Sheffield United,SHE,2022-23,,
191176,Anthony Martial,Manchester United,MUN,2022-23,,
354808,Saïd Benrahma,West Ham United,HAM,2022-23,,
865167,Lloyd Kelly,Bournemouth,BOU,2022-23,,
944973,Nuno Tavares,Nottingham Forest,NOT,2022-23,,
758168,Moussa Niakhaté,Nottingham Forest,NOT,2022-23,,
993451,Cameron Archer,Sheffield United,SHE,2022-23,,
166381,Charlie Taylor,Burnley,BUR,2022-23,,
855835,Sergio Gómez,Manchester City,MCI,2022-23,,
816763,Pablo Fornals,West Ham United,HAM,2022-23,,
962883,Ansu Fati,Brighton & Hove Albion,BRI,2022-23,,
920542,Elijah Adebayo,Luton Town,LUT,2022-23,,
865740,Chris Mepham,Bournemouth,BOU,2022-23,,
859999,Lisandro Martínez,Manchester United,MUN,2022-23,,
100637,Oliver Norwood,Sheffield United,SHE,2022-23,,
793988,Orel Mangala,Nottingham Forest,NOT,2022-23,,
190405,Leander Dendoncker,Aston Villa,AST,2022-23,,
252821,Nélson Semedo,Wolverhampton,WOL,2022-23,,
851596,Justin Kluivert,Bournemouth,BOU,2022-23,,
369674,Amari'i Bell,Luton Town,LUT,2022-23,,
31867,Jason Steele,Brighton & Hove Albion,BRI,2022-23,,
235460,André Gomes,Everton,EVE,2022-23,,
42699,Matt Ritchie,Newcastle United,NEW,2022-23,,
548050,Saman Ghoddos,Brentford,BRE,2022-23,,
997103,Radu Drăguşin,Tottenham Hotspur,TOT,2022-23,,
98454,Jack Robinson,Sheffield United,SHE,2022-23,,
10589,Ashley Young,Everton,EVE,2022-23,,
336655,Enes Ünal,Bournemouth,BOU,2022-23,,
138149,Odysseas Vlachodimos,Nottingham Forest,NOT,2022-23,,
17054,Adam Lallana,Brighton & Hove Albion,BRI,2022-23,,
341589,Mahmoud Dahoud,Brighton & Hove Albion,BRI,2022-23,,
39183,Joel Ward,Crystal Palace,CRY,2022-23,,
76632,Séamus Coleman,Everton,EVE,2022-23,,
994556,Carney Chukwuemeka,Chelsea,CHE,2022-23,,
827064,Arnaut Danjuma,Everton,EVE,2022-23,,
891920,Carlos Vinícius,Fulham,FUL,2022-23,,
130181,Danny Ings,West Ham United,HAM,2022-23,,
998832,Lewis Dobbin,Everton,EVE,2022-23,,
859901,Oliver Skipp,Tottenham Hotspur,TOT,2022-23,,
21164,Angelo Ogbonna,West Ham United,HAM,2022-23,,
97465,Luke Berry,Luton Town,LUT,2022-23,,
826139,Reiss Nelson,Arsenal,ARS,2022-23,,
150477,Jordan Clark,Luton Town,LUT,2022-23,,
1020141,Nathan Patterson,Everton,EVE,2022-23,,
298366,Kieffer Moore,Bournemouth,BOU,2022-23,,
983066,Andrew Omobamidele,Nottingham Forest,NOT,2022-23,,
604232,Diego Carlos,Aston Villa,AST,2022-23,,
1114837,Alfie Gilchrist,Chelsea,CHE,2022-23,,
826057,Mads Roerslev,Brentford,BRE,2022-23,,
112928,George Baldock,Sheffield United,SHE,2022-23,,
991584,Luke Thomas,Sheffield United,SHE,2022-23,,
838399,Joe Worrall,Nottingham Forest,NOT,2022-23,,
914691,Tariq Lamptey,Brighton & Hove Albion,BRI,2022-23,,
886242,Jakub Moder,Brighton & Hove Albion,BRI,2022-23,,
1003334,James McAtee,Sheffield United,SHE,2022-23,,
1009334,Lorenz Assignon,Burnley,BUR,2022-23,,
190399,Divock Origi,Nottingham Forest,NOT,2022-23,,
359272,Sofyan Amrabat,Manchester United,MUN,2022-23,,
1016788,Cesare Casadei,Chelsea,CHE,2022-23,,
285989,Jaïro Riedewald,Crystal Palace,CRY,2022-23,,
44760,Cédric Soares,Arsenal,ARS,2022-23,,
839410,Aaron Ramsdale,Arsenal,ARS,2022-23,,
1145627,Youssef Chermiti,Everton,EVE,2022-23,,
26989,Jay Rodriguez,Burnley,BUR,2022-23,,
910026,Bryan Gil,Tottenham Hotspur,TOT,2022-23,,
927360,Yasser Larouci,Sheffield United,SHE,2022-23,,
1153434,Omari Forson,Manchester United,MUN,2022-23,,
846308,Santiago Bueno,Wolverhampton,WOL,2022-23,,
1127057,Valentín Barco,Brighton & Hove Albion,BRI,2022-23,,
33854,Chris Basham,Sheffield United,SHE,2022-23,,
996985,Armando Broja,Fulham,FUL,2022-23,,
1166679,Nathan Fraser,Wolverhampton,WOL,2022-23,,
1116593,Matheus França,Crystal Palace,CRY,2022-23,,
1116987,Alejo Véliz,Tottenham Hotspur,TOT,2022-23,,
1402232,Enso González,Wolverhampton,WOL,2022-23,,
1125214,Alex Murphy,Newcastle United,NEW,2022-23,,
927340,Han-Noah Massengo,Burnley,BUR,2022-23,,
931304,Ryan Giles,Luton Town,LUT,2022-23,,
552632,Manuel Benson,Burnley,BUR,2022-23,,
1069488,Roméo Lavia,Chelsea,CHE,2022-23,,
979114,Owen Beck,Liverpool,LIV,2022-23,,
235648,Jonny Otto,Wolverhampton,WOL,2022-23,,
851100,Jadon Sancho,Manchester United,MUN,2022-23,,
822459,Auston Trusty,Sheffield United,SHE,2022-23,,
1216282,Luca Koleosho,Burnley,BUR,2022-23,,
45944,Cheikhou Kouyaté,Nottingham Forest,NOT,2022-23,,
914477,Vitinho,Burnley,BUR,2022-23,,
826183,Mike Trésor,Burnley,BUR,2022-23,,
242211,Felipe,Nottingham Forest,NOT,2022-23,,
788170,Fodé Ballo-Touré,Fulham,FUL,2022-23,,
282665,Ben Osborn,Sheffield United,SHE,2022-23,,
227942,Calum Chambers,Aston Villa,AST,2022-23,,
43443,Aaron Cresswell,West Ham United,HAM,2022-23,,
115346,Nathan Redmond,Burnley,BUR,2022-23,,
1069627,Odeluga Offiah,Brighton & Hove Albion,BRI,2022-23,,
982613,Boubacar Traoré,Wolverhampton,WOL,2022-23,,
1400646,Leon Chiwome,Wolverhampton,WOL,2022-23,,
825899,Anel Ahmedhodžić,Sheffield United,SHE,2022-23,,
1403108,Jayden Danns,Liverpool,LIV,2022-23,,
994550,Joe White,Newcastle United,NEW,2022-23,,
190853,Joe Rothwell,Bournemouth,BOU,2022-23,,
1142604,Benicio Boaitey,Brighton & Hove Albion,BRI,2022-23,,
1005725,Tawanda Chirewa,Wolverhampton,WOL,2022-23,,
943645,Max Aarons,Bournemouth,BOU,2022-23,,
101367,Daniel Bentley,Wolverhampton,WOL,2022-23,,
964761,Ameen Al-Dakhil,Burnley,BUR,2022-23,,
1149855,Mark O'Mahony,Brighton & Hove Albion,BRI,2022-23,,
281277,Thilo Kehrer,West Ham United,HAM,2022-23,,
355154,Max Lowe,Sheffield United,SHE,2022-23,,
1212155,David Ozoh,Crystal Palace,CRY,2022-23,,
1396445,Andre Brooks,Sheffield United,SHE,2022-23,,
1014556,Michael Olakigbe,Brentford,BRE,2022-23,,
27999,John Fleck,Sheffield United,SHE,2022-23,,
864898,Nicolò Zaniolo,Aston Villa,AST,2022-23,,
826169,Hannes Delcroix,Burnley,BUR,2022-23,,
1000142,Aaron Ramsey,Burnley,BUR,2022-23,,
1142636,Stefan Bajčetić,Liverpool,LIV,2022-23,,
1096136,Daniel Jebbison,Sheffield United,SHE,2022-23,,
1409087,Ben Parkinson,Newcastle United,NEW,2022-23,,
1186812,Finley Munroe,Aston Villa,AST,2022-23,,
1394950,Zack Nelson,Luton Town,LUT,2022-23,,
1426625,Ethan Wheatley,Manchester United,MUN,2022-23,,
1215904,Rodrigo Ribeiro,Nottingham Forest,NOT,2022-23,,
387116,Pelly Ruddock Mpanzu,Luton Town,LUT,2022-23,,
913942,Romain Faivre,Bournemouth,BOU,2022-23,,
1167025,Divin Mubama,West Ham United,HAM,2022-23,,
1154861,Ben Doak,Liverpool,LIV,2022-23,,
1391824,Sydie Peck,Sheffield United,SHE,2022-23,,
1138421,Mason Burstow,Chelsea,CHE,2022-23,,
1138428,James McConnell,Liverpool,LIV,2022-23,,
856260,Joshua Dasilva,Brentford,BRE,2022-23,,
20993,Jack Cork,Burnley,BUR,2022-23,,
997104,Naouirou Ahamada,Crystal Palace,CRY,2022-23,,
878705,Rhian Brewster,Sheffield United,SHE,2022-23,,
804613,Connor Roberts,Burnley,BUR,2022-23,,
146101,Eric Dier,Tottenham Hotspur,TOT,2022-23,,
914412,Ben Johnson,West Ham United,HAM,2022-23,,
877036,Anass Zaroury,Burnley,BUR,2022-23,,
998772,Dane Scarlett,Tottenham Hotspur,TOT,2022-23,,
1485371,Deivid Washington,Chelsea,CHE,2022-23,,
980649,Myles Peart-Harris,Brentford,BRE,2022-23,,
32124,James Tomkins,Crystal Palace,CRY,2022-23,,
897334,Daiki Hashioka,Luton Town,LUT,2022-23,,
976263,Ian Maatsen,Chelsea,CHE,2022-23,,
786028,Kalvin Phillips,West Ham United,HAM,2022-23,,
1142638,Bobby Clark,Liverpool,LIV,2022-23,,
1136721,Willy Kambwala,Manchester United,MUN,2022-23,,
174135,Loris Karius,Newcastle United,NEW,2022-23,,
1133697,Sam Curtis,Sheffield United,SHE,2022-23,,
1403192,Mikey Moore,Tottenham Hotspur,TOT,2022-23,,
1099074,Kaine Kesler-Hayden,Aston Villa,AST,2022-23,,
1006147,Anis Ben Slimane,Sheffield United,SHE,2022-23,,
1162083,Omari Kellyman,Aston Villa,AST,2022-23,,
53825,Thiago Alcântara,Liverpool,LIV,2022-23,,
1014461,Jaden Philogene-Bidace,Aston Villa,AST,2022-23,,
218160,Bertrand Traoré,Aston Villa,AST,2022-23,,
1049860,Antwoine Hackford,Sheffield United,SHE,2022-23,,
954076,Fábio Silva,Wolverhampton,WOL,2022-23,,
100578,John Egan,Sheffield United,SHE,2022-23,,
1099792,Bénie Traoré,Sheffield United,SHE,2022-23,,
370932,Fred Onyedinma,Luton Town,LUT,2022-23,,
795058,Tom Davies,Sheffield United,SHE,2022-23,,
1020203,Brandon Aguilera,Nottingham Forest,NOT,2022-23,,
1389768,Ryan One,Sheffield United,SHE,2022-23,,
368134,Matt Targett,Newcastle United,NEW,2022-23,,
911708,Rhys Norrington-Davies,Sheffield United,SHE,2022-23,,
581610,Remi Matthews,Crystal Palace,CRY,2022-23,,
781544,Mason Holgate,Sheffield United,SHE,2022-23,,
815202,Ionuț Radu,Bournemouth,BOU,2022-23,,
185995,Paul Dummett,Newcastle United,NEW,2022-23,,
825550,Joseph Johnson,Luton Town,LUT,2022-23,,
1134729,Luke Harris,Fulham,FUL,2022-23,,
1391111,Jimi Tauriainen,Chelsea,CHE,2022-23,,
1142343,Kaelan Casey,West Ham United,HAM,2022-23,,
1398550,Dominic Sadi,Bournemouth,BOU,2022-23,,
1113799,Lewis Warrington,Everton,EVE,2022-23,,
1150934,Jamie Donley,Tottenham Hotspur,TOT,2022-23,,
361790,Donny van de Beek,Manchester United,MUN,2022-23,,
1146145,Daniel Gore,Manchester United,MUN,2022-23,,
1096447,Kaide Gordon,Liverpool,LIV,2022-23,,
1186050,Alex Matos,Chelsea,CHE,2022-23,,
1005766,Thomas Cannon,Everton,EVE,2022-23,,
1004342,Tyler Onyango,Everton,EVE,2022-23,,
1000449,Amadou Diallo,Newcastle United,NEW,2022-23,,
1082894,Michael Ndiweni,Newcastle United,NEW,2022-23,,
