team_code,team_name,next_match,position,row,depth_order,player_display,player_full_from_title,pl_photo_id,img_url
sun,Sunderland,West Ham United (H),DEF,row-2,2,Ballard,Danny Ballard,223827,https://resources.premierleague.com/premierleague25/photos/players/110x140/223827.png
sun,Sunderland,West Ham United (H),DEF,row-2,3,Seelt,Jenson Seelt,519634,https://resources.premierleague.com/premierleague25/photos/players/110x140/519634.png
sun,Sunderland,West Ham United (H),DEF,row-2,4,Reinildo,Reinildo,434399,https://resources.premierleague.com/premierleague25/photos/players/110x140/434399.png
sun,Sunderland,West Ham United (H),MID,row-3,1,Diarra,Habib Diarra,547027,https://resources.premierleague.com/premierleague25/photos/players/110x140/547027.png
sun,Sunderland,West Ham United (H),MID,row-3,2,Xhaka,Granit Xhaka,84450,https://resources.premierleague.com/premierleague25/photos/players/110x140/84450.png
sun,Sunderland,West Ham United (H),MID,row-3,3,Sadiki,Noah Sadiki,577669,https://resources.premierleague.com/premierleague25/photos/players/110x140/577669.png
sun,Sunderland,West Ham United (H),FWD,row-4,1,Talbi,Chemsdine Talbi,549912,https://resources.premierleague.com/premierleague25/photos/players/110x140/549912.png
sun,Sunderland,West Ham United (H),FWD,row-4,2,Mayenda,Eliezer Mayenda,564406,https://resources.premierleague.com/premierleague25/photos/players/110x140/564406.png
sun,Sunderland,West Ham United (H),FWD,row-4,3,Adingra,Simon Adingra,535818,https://resources.premierleague.com/premierleague25/photos/players/110x140/535818.png
tot,Tottenham Hotspur,Burnley (H),GK,row-1,1,Vicario,Guglielmo Vicario,184254,https://resources.premierleague.com/premierleague25/photos/players/110x140/184254.png
tot,Tottenham Hotspur,Burnley (H),DEF,row-2,1,Porro,Pedro Porro,441164,https://resources.premierleague.com/premierleague25/photos/players/110x140/441164.png
tot,Tottenham Hotspur,Burnley (H),DEF,row-2,2,Romero,Cristian Romero,221632,https://resources.premierleague.com/premierleague25/photos/players/110x140/221632.png
tot,Tottenham Hotspur,Burnley (H),DEF,row-2,3,van de Ven,Micky van de Ven,491279,https://resources.premierleague.com/premierleague25/photos/players/110x140/491279.png
tot,Tottenham Hotspur,Burnley (H),DEF,row-2,4,Spence,Djed Spence,232859,https://resources.premierleague.com/premierleague25/photos/players/110x140/232859.png
tot,Tottenham Hotspur,Burnley (H),MID,row-3,1,João Palhinha,João Palhinha,154296,https://resources.premierleague.com/premierleague25/photos/players/110x140/154296.png
tot,Tottenham Hotspur,Burnley (H),MID,row-3,2,Bentancur,Rodrigo Bentancur,202993,https://resources.premierleague.com/premierleague25/photos/players/110x140/202993.png
tot,Tottenham Hotspur,Burnley (H),FWD,row-4,1,Kudus,Mohammed Kudus,460842,https://resources.premierleague.com/premierleague25/photos/players/110x140/460842.png
tot,Tottenham Hotspur,Burnley (H),FWD,row-4,2,Sarr,Pape Sarr,482442,https://resources.premierleague.com/premierleague25/photos/players/110x140/482442.png
tot,Tottenham Hotspur,Burnley (H),FWD,row-4,3,Odobert,Wilson Odobert,550839,https://resources.premierleague.com/premierleague25/photos/players/110x140/550839.png
tot,Tottenham Hotspur,Burnley (H),,row-5,1,Richarlison,Richarlison,212319,https://resources.premierleague.com/premierleague25/photos/players/110x140/212319.png
whu,West Ham United,Sunderland (A),GK,row-1,1,Areola,Alphonse Areola,84182,https://resources.premierleague.com/premierleague25/photos/players/110x140/84182.png
whu,West Ham United,Sunderland (A),DEF,row-2,1,Todibo,Jean-Clair Todibo,462116,https://resources.premierleague.com/premierleague25/photos/players/110x140/462116.png
whu,West Ham United,Sunderland (A),DEF,row-2,2,Aguerd,Nayef Aguerd,210494,https://resources.premierleague.com/premierleague25/photos/players/110x140/210494.png
whu,West Ham United,Sunderland (A),DEF,row-2,3,Kilman,Max Kilman,214048,https://resources.premierleague.com/premierleague25/photos/players/110x140/214048.png
whu,West Ham United,Sunderland (A),MID,row-3,1,Wan-Bissaka,Aaron Wan-Bissaka,214590,https://resources.premierleague.com/premierleague25/photos/players/110x140/214590.png
whu,West Ham United,Sunderland (A),MID,row-3,2,Ward-Prowse,James Ward-Prowse,101178,https://resources.premierleague.com/premierleague25/photos/players/110x140/101178.png
whu,West Ham United,Sunderland (A),MID,row-3,3,Potts,Freddie Potts,490142,https://resources.premierleague.com/premierleague25/photos/players/110x140/490142.png
whu,West Ham United,Sunderland (A),MID,row-3,4,Lucas Paquetá,Lucas Paquetá,224024,https://resources.premierleague.com/premierleague25/photos/players/110x140/224024.png
whu,West Ham United,Sunderland (A),MID,row-3,5,Diouf,El Hadji Diouf,613804,https://resources.premierleague.com/premierleague25/photos/players/110x140/613804.png
whu,West Ham United,Sunderland (A),FWD,row-4,1,Füllkrug,Niclas Füllkrug,91889,https://resources.premierleague.com/premierleague25/photos/players/110x140/91889.png
whu,West Ham United,Sunderland (A),FWD,row-4,2,Bowen,Jarrod Bowen,178186,https://resources.premierleague.com/premierleague25/photos/players/110x140/178186.png
wol,Wolverhampton Wanderers,Manchester City (H),GK,row-1,1,José Sá,José Sá,149065,https://resources.premierleague.com/premierleague25/photos/players/110x140/149065.png
wol,Wolverhampton Wanderers,Manchester City (H),DEF,row-2,1,Doherty,Matt Doherty,87835,https://resources.premierleague.com/premierleague25/photos/players/110x140/87835.png
wol,Wolverhampton Wanderers,Manchester City (H),DEF,row-2,2,Agbadou,Emmanuel Agbadou,516939,https://resources.premierleague.com/premierleague25/photos/players/110x140/516939.png
wol,Wolverhampton Wanderers,Manchester City (H),DEF,row-2,3,Toti,Toti,510362,https://resources.premierleague.com/premierleague25/photos/players/110x140/510362.png
wol,Wolverhampton Wanderers,Manchester City (H),MID,row-3,1,Hoever,Ki-Jana Hoever,441271,https://resources.premierleague.com/premierleague25/photos/players/110x140/441271.png
wol,Wolverhampton Wanderers,Manchester City (H),MID,row-3,2,João Gomes,João Gomes,448089,https://resources.premierleague.com/premierleague25/photos/players/110x140/448089.png
wol,Wolverhampton Wanderers,Manchester City (H),MID,row-3,3,André,André,509291,https://resources.premierleague.com/premierleague25/photos/players/110x140/509291.png
wol,Wolverhampton Wanderers,Manchester City (H),MID,row-3,4,Møller Wolfe,David Møller Wolfe,497949,https://resources.premierleague.com/premierleague25/photos/players/110x140/497949.png
wol,Wolverhampton Wanderers,Manchester City (H),FWD,row-4,1,Arias,Jhon Arias,230376,https://resources.premierleague.com/premierleague25/photos/players/110x140/230376.png
wol,Wolverhampton Wanderers,Manchester City (H),FWD,row-4,2,Fernando López,Fernando López,643135,https://resources.premierleague.com/premierleague25/photos/players/110x140/643135.png
wol,Wolverhampton Wanderers,Manchester City (H),,row-5,1,Strand Larsen,Jørgen Strand Larsen,247412,https://resources.premierleague.com/premierleague25/photos/players/110x140/247412.png
