id,name,first_name,last_name,team,team_name,team_short_name,team_id,position,positions,default_pos_id,pos_ids,pos_ids_no_flex,status,injury_status,rank,short_name,url_name,headshot_url,upcoming_event_status,table_rank,owner_team,owner_tooltip,owner_team_id,next_opponent_raw,next_opponent,next_opponent_is_away,next_kickoff,next_event_id,season_points,fppg_value,percent_owned,percent_started,percent_started_delta
068ym,Enzo Fernandez,,,CHE,Chelsea,CHE,110040,M,M,702,702,702,,,23,E. Fernandez,enzo-fernandez,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,2,23,Matigol,SO - Matigol,ybvnsicfmdgnxart,MCI<br/>Sun 8:30AM,MCI,False,Sun 8:30AM,06c4h,299.25,9.97,100%,0%,
06v0p,Enzo Le Fée,,,SUN,Sunderland,SUN,110141,M,M,702,702,702,,,70,E. Le Fée,enzo-le-fee,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,2,70,COLO,SO - LOS VOODOO FRESCOS,jodcscoumdltspiq,TOT<br/>Sun 6:00AM,TOT,False,Sun 6:00AM,06c4l,239.25,8.25,87%,-2%,-1.0
06mnd,Eric da Silva Moreira,,,NOT,Nottingham Forest,NOT,110105,F,F,701,701,701,5,,900,E. da Silva Moreira,eric-da-silva-moreira,https://fantraximg.com/assets/images/logos/sportsteam/epl/Nottingham_Forest.png,,900,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,AVL<br/>Sun 6:00AM,AVL,False,Sun 6:00AM,06c4k,0,0,0%,0%,
061vq,Erling Haaland,,,MCI,Manchester City,MCI,110080,F,F,701,701,701,,,2,E. Haaland,erling-haaland,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,2,2,KING,SO - KINGHAALAND,zi7kdf3imdcfngdl,@CHE<br/>Sun 8:30AM,CHE,True,Sun 8:30AM,06c4h,433,14.93,100%,0%,
06yxe,Estevao Willian Almeida de Oliveira Gonçalves,,,CHE,Chelsea,CHE,110040,F,F,701,701,701,,,223,E. Almeida de Oliveira Gonçalves,estevao-willian-almeida-de-oliveira-goncalves,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,2,223,SteveTD,SO - SteveTD,wlzsxgiymdbxd6ri,MCI<br/>Sun 8:30AM,MCI,False,Sun 8:30AM,06c4h,124.75,6.24,62%,-3%,-1.0
04lav,Ethan Ampadu,,,LEE,Leeds United,LEE,110261,D,D,703,703,703,,,89,E. Ampadu,ethan-ampadu,https://fantraximg.com/assets/images/logos/sportsteam/epl/Leeds_United2.png,2,89,ozanbjk,SO - Ozan,7yp2wjl3mdacx26p,@MUN<br/>Mon 12:00PM,MUN,True,Mon 12:00PM,06c7u,218.75,7.81,54%,+11%,1.0
06zqj,Ethan Laidlaw,,,BRF,Brentford,BRF,110237,F,F,701,701,701,5,,707,E. Laidlaw,ethan-laidlaw,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,,707,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,EVE<br/>Sat 7:00AM,EVE,False,Sat 7:00AM,06c4g,0,0,0%,0%,
065ao,Ethan Nwaneri,,,ARS,Arsenal,ARS,110000,M,M,702,702,702,5,,456,E. Nwaneri,ethan-nwaneri,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,,456,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,BOU<br/>Sat 4:30AM,BOU,False,Sat 4:30AM,06c4f,6.25,1.04,14%,0%,
05tr1,Ethan Pinnock,,,BRF,Brentford,BRF,110237,D,D,703,703,703,5,,394,E. Pinnock,ethan-pinnock,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,,394,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,EVE<br/>Sat 7:00AM,EVE,False,Sat 7:00AM,06c4g,31.25,7.81,4%,+1%,1.0
072iv,Ethan Sutherland,,,WOL,Wolverhampton,WOL,110191,M,M,702,702,702,5,,854,E. Sutherland,ethan-sutherland,https://fantraximg.com/assets/images/logos/sportsteam/epl/Wolverhampton_Wanderers.png,,854,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@WHU<br/>Fri 12:00PM,WHU,True,Fri 12:00PM,06c4m,0,0,0%,0%,
06l4c,Ethan Wheatley,,,MUN,Manchester United,MUN,110090,F,F,701,701,701,5,,878,E. Wheatley,ethan-wheatley,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,,878,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,LEE<br/>Mon 12:00PM,LEE,False,Mon 12:00PM,06c7u,0,0,0%,0%,
06muh,Ethan Williams,,,MUN,Manchester United,MUN,110090,M,M,701,702,702,5,,885,E. Williams,ethan-williams,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,,885,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,LEE<br/>Mon 12:00PM,LEE,False,Mon 12:00PM,06c7u,0,0,0%,0%,
06uzk,Etienne Green,,,BUR,Burnley,BUR,110223,G,G,704,704,704,5,,642,E. Green,etienne-green,https://fantraximg.com/assets/images/logos/sportsteam/epl/Burnley_3.png,,642,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,BHA<br/>Sat 7:00AM,BHA,False,Sat 7:00AM,06c7t,0,0,0%,0%,
06p6j,Evanilson,,,BOU,Bournemouth,BOU,110034,F,F,701,701,701,,,107,Evanilson,francisco-evanilson-de-lima-barbosa,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,2,107,COLO,SO - LOS VOODOO FRESCOS,jodcscoumdltspiq,@ARS<br/>Sat 4:30AM,ARS,True,Sat 4:30AM,06c4f,202.75,6.99,95%,0%,
06zwj,Evann Guessand,,,CRY,Crystal Palace,CRY,110045,F,F,701,701,701,5,,306,E. Guessand,evann-guessand,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,2,306,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,NEW<br/>Sun 6:00AM,NEW,False,Sun 6:00AM,06c4i,76.25,4.01,14%,-2%,-1.0
06qwj,Ezra Mayers,,,WHU,West Ham United,WHU,110175,D,D,703,703,703,5,,439,E. Mayers,ezra-mayers,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,,439,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,WOL<br/>Fri 12:00PM,WOL,False,Fri 12:00PM,06c4m,11.5,1.92,0%,0%,
052ca,Ezri Konsa,,,AVL,Aston Villa,AVL,110011,D,D,703,703,703,5,,169,E. Konsa,ezri-konsa,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,2,169,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@NOT<br/>Sun 6:00AM,NOT,True,Sun 6:00AM,06c4k,156.25,5.21,36%,0%,
04tig,Fabian Schar,,,NEW,Newcastle United,NEW,110101,D,D,703,703,703,5,,200,F. Schar,fabian-schar,https://fantraximg.com/assets/images/logos/sportsteam/epl/Newcastle_United.png,,200,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@CRY<br/>Sun 6:00AM,CRY,True,Sun 6:00AM,06c4i,136.25,8.52,31%,0%,
05ojf,Fabio Carvalho,,,BRF,Brentford,BRF,110237,M,M,702,702,702,5,,437,Fabio Carvalho,fabio-carvalho,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,,437,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,EVE<br/>Sat 7:00AM,EVE,False,Sat 7:00AM,06c4g,13,2.17,4%,0%,
05o8k,Fabio Silva,,,WOL,Wolverhampton,WOL,110191,F,F,701,701,701,5,,843,Fabio Silva,fabio-daniel-soares-silva,https://fantraximg.com/assets/images/logos/sportsteam/epl/Wolverhampton_Wanderers.png,,843,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@WHU<br/>Fri 12:00PM,WHU,True,Fri 12:00PM,06c4m,0,0,0%,0%,
061z3,Fabio Vieira,,,ARS,Arsenal,ARS,110000,M,M,702,702,702,5,,871,Fabio Vieira,fabio-daniel-vieira,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,,871,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,BOU<br/>Sat 4:30AM,BOU,False,Sat 4:30AM,06c4f,0,0,0%,0%,
067yu,Facundo Buonanotte,,,LEE,Leeds United,LEE,110261,M,M,702,702,702,5,,465,F. Buonanotte,facundo-buonanotte,https://fantraximg.com/assets/images/logos/sportsteam/epl/Leeds_United2.png,,465,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@MUN<br/>Mon 12:00PM,MUN,True,Mon 12:00PM,06c7u,3.5,1.17,2%,0%,
06phw,Federico Chiesa,,,LIV,Liverpool,LIV,110070,F,F,701,701,701,5,,361,F. Chiesa,federico-chiesa,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,,361,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,FUL<br/>Sat 9:30AM,FUL,False,Sat 9:30AM,06c4j,47.75,2.08,5%,0%,
06v12,Fer Lopez,,,WOL,Wolverhampton,WOL,110191,F,F,701,701,701,5,,432,Fer Lopez,fernando-lopez,https://fantraximg.com/assets/images/logos/sportsteam/epl/Wolverhampton_Wanderers.png,,432,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@WHU<br/>Fri 12:00PM,WHU,True,Fri 12:00PM,06c4m,15.25,1.69,4%,0%,
06phe,Ferdi Kadioglu,,,BHA,Brighton,BHA,110240,D,D,703,703,703,5,,118,F. Kadioglu,ferdi-kadioglu,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,2,118,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@BUR<br/>Sat 7:00AM,BUR,True,Sat 7:00AM,06c7t,193.75,6.46,41%,0%,
06nv3,Filip Jørgensen,,,CHE,Chelsea,CHE,110040,G,G,704,704,704,5,,429,F. Jørgensen,filip-jorgensen,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,,429,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,MCI<br/>Sun 8:30AM,MCI,False,Sun 8:30AM,06c4h,16,5.33,4%,-5%,-1.0
05y6a,Filip Marschall,,,AVL,Aston Villa,AVL,110011,G,G,704,704,704,5,,724,F. Marschall,filip-marschall,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,,724,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@NOT<br/>Sun 6:00AM,NOT,True,Sun 6:00AM,06c4k,0,0,0%,0%,
06nyx,Finlay Herrick,,,WHU,West Ham United,WHU,110175,G,G,704,704,704,5,,665,F. Herrick,finlay-herrick,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,,665,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,WOL<br/>Fri 12:00PM,WOL,False,Fri 12:00PM,06c4m,0,0,0%,0%,
073vo,Finn Geragusyan,,,SUN,Sunderland,SUN,110141,F,F,701,701,701,5,,630,F. Geragusyan,finn-geragusyan,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,,630,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,TOT<br/>Sun 6:00AM,TOT,False,Sun 6:00AM,06c4l,0,0,0%,0%,
070ha,Florentino Ibrain Morris Luís,,,BUR,Burnley,BUR,110223,M,M,702,702,702,5,,210,F. Morris Luís,florentino-ibrain-morris-luis,https://fantraximg.com/assets/images/logos/sportsteam/epl/Burnley_3.png,,210,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,BHA<br/>Sat 7:00AM,BHA,False,Sat 7:00AM,06c7t,129.5,5.4,3%,0%,
06v21,Florian Wirtz,,,LIV,Liverpool,LIV,110070,M,M,702,702,702,,,48,F. Wirtz,florian-wirtz,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,2,48,Matigol,SO - Matigol,ybvnsicfmdgnxart,FUL<br/>Sat 9:30AM,FUL,False,Sat 9:30AM,06c4j,254.5,9.43,100%,0%,
073ab,Floyd Samba,,,MCI,Manchester City,MCI,110080,M,M,702,702,702,5,,824,F. Samba,floyd-samba,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,,824,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@CHE<br/>Sun 8:30AM,CHE,True,Sun 8:30AM,06c4h,0,0,0%,0%,
06kk4,Franco Umeh-Chibueze,,,CRY,Crystal Palace,CRY,110045,F,F,701,701,701,5,,870,F. Umeh-Chibueze,franco-umeh-chibueze,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,,870,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,NEW<br/>Sun 6:00AM,NEW,False,Sun 6:00AM,06c4i,0,0,0%,0%,
05ue7,Frank Onyeka,,,BRF,Brentford,BRF,110237,M,M,702,702,702,5,,426,F. Onyeka,frank-onyeka,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,,426,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,EVE<br/>Sat 7:00AM,EVE,False,Sat 7:00AM,06c4g,17.25,2.88,0%,0%,
02ltw,Fraser Forster,,,BOU,Bournemouth,BOU,110034,G,G,704,704,704,5,,624,F. Forster,fraser-forster,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,,624,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@ARS<br/>Sat 4:30AM,ARS,True,Sat 4:30AM,06c4f,0,0,0%,0%,
05y5b,Freddie Potts,,,WHU,West Ham United,WHU,110175,M,M,702,702,702,5,,304,F. Potts,freddie-potts,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,,304,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,WOL<br/>Fri 12:00PM,WOL,False,Fri 12:00PM,06c4m,77.25,3.86,1%,0%,
06s7r,Freddie Simmonds,,,BHA,Brighton,BHA,110240,D,D,703,703,703,5,,839,F. Simmonds,freddie-simmonds,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,,839,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@BUR<br/>Sat 7:00AM,BUR,True,Sat 7:00AM,06c7t,0,0,0%,0%,
03m5i,Freddie Woodman,,,LIV,Liverpool,LIV,110070,G,G,704,704,704,5,,892,F. Woodman,freddie-woodman,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,,892,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,FUL<br/>Sat 9:30AM,FUL,False,Sat 9:30AM,06c4j,0,0,0%,0%,
06yb7,Gabriel Gudmundsson,,,LEE,Leeds United,LEE,110261,D,D,703,703,703,5,,174,G. Gudmundsson,gabriel-gudmundsson,https://fantraximg.com/assets/images/logos/sportsteam/epl/Leeds_United2.png,,174,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@MUN<br/>Mon 12:00PM,MUN,True,Mon 12:00PM,06c7u,152.5,5.26,22%,-2%,-1.0
045c8,Gabriel Jesus,,,ARS,Arsenal,ARS,110000,F,F,701,701,701,5,,372,Gabriel Jesus,gabriel-fernando-de-jesus,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,,372,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,BOU<br/>Sat 4:30AM,BOU,False,Sat 4:30AM,06c4f,41.75,3.8,18%,-4%,-1.0
05nzu,Gabriel Magalhaes,,,ARS,Arsenal,ARS,110000,D,D,703,703,703,,,11,Gabriel Magalhaes,gabriel-dos-santos-magalhaes,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,2,11,aleemakh,SO - aleemakhtar,7qxrjayvmdjhed7j,BOU<br/>Sat 4:30AM,BOU,False,Sat 4:30AM,06c4f,332.25,13.29,100%,0%,
052h5,Gabriel Martinelli,,,ARS,Arsenal,ARS,110000,M,M,701,702,702,,,261,Gabriel Martinelli,gabriel-teodoro-martinelli-silva,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,,261,Egballer,SO - Egballer,r1cr6du0mdabwxkp,BOU<br/>Sat 4:30AM,BOU,False,Sat 4:30AM,06c4f,97,3.88,52%,-11%,-1.0
063c2,Gabriel Slonina,,,CHE,Chelsea,CHE,110040,G,G,704,704,704,5,,842,G. Slonina,gabriel-slonina,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,,842,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,MCI<br/>Sun 8:30AM,MCI,False,Sun 8:30AM,06c4h,0,0,1%,0%,
06awq,George Abbott,,,TOT,Tottenham Hotspur,TOT,110160,M,M,702,702,702,5,,501,G. Abbott,george-abbott,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,,501,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@SUN<br/>Sun 6:00AM,SUN,True,Sun 6:00AM,06c4l,0,0,0%,0%,
071xd,George Brierley,,,BUR,Burnley,BUR,110223,M,M,702,702,702,5,,556,G. Brierley,george-brierley,https://fantraximg.com/assets/images/logos/sportsteam/epl/Burnley_3.png,,556,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,BHA<br/>Sat 7:00AM,BHA,False,Sat 7:00AM,06c7t,0,0,0%,0%,
06dmn,George Earthy,,,WHU,West Ham United,WHU,110175,M,M,702,702,702,5,,608,G. Earthy,george-earthy,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,,608,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,WOL<br/>Fri 12:00PM,WOL,False,Fri 12:00PM,06c4m,0,0,0%,0%,
06zvn,George Hemmings,,,AVL,Aston Villa,AVL,110011,M,M,702,702,702,5,,663,G. Hemmings,george-hemmings,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,,663,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@NOT<br/>Sun 6:00AM,NOT,True,Sun 6:00AM,06c4k,0,0,0%,0%,
06ygl,George King,,,CRY,Crystal Palace,CRY,110045,D,D,703,703,703,5,,692,G. King,george-king,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,,692,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,NEW<br/>Sun 6:00AM,NEW,False,Sun 6:00AM,06c4i,0,0,0%,0%,
0689w,Georginio Rutter,,,BHA,Brighton,BHA,110240,F,F,701,701,701,5,,191,G. Rutter,georginio-rutter,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,,191,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@BUR<br/>Sat 7:00AM,BUR,True,Sat 7:00AM,06c7t,142.25,5.69,52%,-2%,-1.0
070hs,Gianluigi Donnarumma,,,MCI,Manchester City,MCI,110080,G,G,704,704,704,,,92,G. Donnarumma,gianluigi-donnarumma,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,2,92,SteveTD,SO - SteveTD,wlzsxgiymdbxd6ri,@CHE<br/>Sun 8:30AM,CHE,True,Sun 8:30AM,06c4h,216.75,8.03,83%,0%,
06xzg,Giorgi Mamardashvili,,,LIV,Liverpool,LIV,110070,G,G,704,704,704,5,,360,G. Mamardashvili,giorgi-mamardashvili,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,2,360,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,FUL<br/>Sat 9:30AM,FUL,False,Sat 9:30AM,06c4j,49,8.17,27%,+19%,1.0
0701y,Giovanni Leoni,,,LIV,Liverpool,LIV,110070,D,D,703,703,703,5,,713,G. Leoni,giovanni-leoni,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,,713,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,FUL<br/>Sat 9:30AM,FUL,False,Sat 9:30AM,06c4j,0,0,1%,0%,
06qx6,Godwill Kukonki,,,MUN,Manchester United,MUN,110090,D,D,703,703,703,5,,703,G. Kukonki,godwill-kukonki,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,,703,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,LEE<br/>Mon 12:00PM,LEE,False,Mon 12:00PM,06c7u,0,0,0%,0%,
063e8,Goncalo Guedes,,,WOL,Wolverhampton,WOL,110191,F,F,701,701,701,5,,627,Goncalo Guedes,goncalo-manuel-ganchinho-guedes,https://fantraximg.com/assets/images/logos/sportsteam/epl/Wolverhampton_Wanderers.png,,627,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@WHU<br/>Fri 12:00PM,WHU,True,Fri 12:00PM,06c4m,0,0,0%,0%,
0435m,Granit Xhaka,,,SUN,Sunderland,SUN,110141,M,M,702,702,702,,,88,G. Xhaka,granit-xhaka,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,2,88,COLO,SO - LOS VOODOO FRESCOS,jodcscoumdltspiq,TOT<br/>Sun 6:00AM,TOT,False,Sun 6:00AM,06c4l,221.5,8.2,81%,0%,
06cmb,Guglielmo Vicario,,,TOT,Tottenham Hotspur,TOT,110160,G,G,704,704,704,5,,100,G. Vicario,guglielmo-vicario,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,2,100,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@SUN<br/>Sun 6:00AM,SUN,True,Sun 6:00AM,06c4l,206.25,6.65,58%,0%,
06oav,Guido Rodríguez,,,WHU,West Ham United,WHU,110175,M,M,702,702,702,5,,472,G. Rodríguez,guido-rodriguez,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,,472,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,WOL<br/>Fri 12:00PM,WOL,False,Fri 12:00PM,06c4m,2.5,0.42,0%,0%,
06phr,Gustavo Nunes,,,BRF,Brentford,BRF,110237,F,F,701,701,701,5,,763,Gustavo Nunes,gustavo-nunes-fernandes-gomes,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,,763,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,EVE<br/>Sat 7:00AM,EVE,False,Sat 7:00AM,06c4g,0,0,0%,0%,
06y29,Habib Diarra,,,SUN,Sunderland,SUN,110141,M,M,702,702,702,5,,311,H. Diarra,habib-diarra,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,2,311,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,TOT<br/>Sun 6:00AM,TOT,False,Sun 6:00AM,06c4l,73.75,5.27,14%,+1%,1.0
06jfe,Hakon Valdimarsson,,,BRF,Brentford,BRF,110237,G,G,704,704,704,5,,908,H. Valdimarsson,hakon-valdimarsson,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,,908,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,EVE<br/>Sat 7:00AM,EVE,False,Sat 7:00AM,06c4g,-2,-2,1%,0%,
068yr,Hamed Traore,,,BOU,Bournemouth,BOU,110034,M,M,702,702,702,5,,449,H. Traore,hamed-traore,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,,449,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@ARS<br/>Sat 4:30AM,ARS,True,Sat 4:30AM,06c4f,8.25,8.25,1%,0%,
06fuh,Hannes Delcroix,,,BUR,Burnley,BUR,110223,D,D,703,703,703,5,,596,H. Delcroix,hannes-delcroix,https://fantraximg.com/assets/images/logos/sportsteam/epl/Burnley_3.png,,596,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,BHA<br/>Sat 7:00AM,BHA,False,Sat 7:00AM,06c7t,0,0,0%,0%,
05t6y,Hannibal Mejbri,,,BUR,Burnley,BUR,110223,M,M,702,702,702,5,,265,H. Mejbri,hannibal-mejbri,https://fantraximg.com/assets/images/logos/sportsteam/epl/Burnley_3.png,2,265,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,BHA<br/>Sat 7:00AM,BHA,False,Sat 7:00AM,06c7t,95.25,4.14,8%,-2%,-1.0
06zbr,Harold William,,,BOU,Bournemouth,BOU,110034,D,D,703,703,703,5,,884,H. William,harold-william,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,,884,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@ARS<br/>Sat 4:30AM,ARS,True,Sat 4:30AM,06c4f,0,0,0%,0%,
06onv,Harrison Armstrong,,,EVE,Everton,EVE,110050,M,M,702,702,702,5,,397,H. Armstrong,harrison-armstrong,https://fantraximg.com/assets/images/logos/sportsteam/epl/Everton.png,,397,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@BRF<br/>Sat 7:00AM,BRF,True,Sat 7:00AM,06c4g,30,2.73,1%,0%,
05ogh,Harrison Ashby,,,NEW,Newcastle United,NEW,110101,D,D,703,703,703,5,,527,H. Ashby,harrison-ashby,https://fantraximg.com/assets/images/logos/sportsteam/epl/Newcastle_United.png,,527,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@CRY<br/>Sun 6:00AM,CRY,True,Sun 6:00AM,06c4i,0,0,0%,0%,
06v0q,Harrison Jones,,,SUN,Sunderland,SUN,110141,M,M,702,702,702,5,,685,H. Jones,harrison-jones,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,,685,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,TOT<br/>Sun 6:00AM,TOT,False,Sun 6:00AM,06c4l,0,0,0%,0%,
037mt,Harrison Reed,,,FUL,Fulham,FUL,110063,M,M,702,702,702,5,,435,H. Reed,harrison-reed,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,,435,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@LIV<br/>Sat 9:30AM,LIV,True,Sat 9:30AM,06c4j,14,2.33,0%,0%,
